	yield	GRMZM2G517408	GRMZM5G824831	GRMZM2G019971	GRMZM2G134393	GRMZM2G149617	GRMZM2G024624	GRMZM2G174574	GRMZM2G412601	GRMZM2G371033	GRMZM2G060811	GRMZM2G315902	GRMZM2G072415	GRMZM5G842970	GRMZM2G176638	GRMZM2G179693	GRMZM2G468717	GRMZM2G334660	GRMZM2G061568	GRMZM2G316136	GRMZM2G007810	GRMZM2G326195	GRMZM5G832138	GRMZM2G048549	GRMZM2G120839	GRMZM2G389567	GRMZM2G328268	GRMZM2G150893	GRMZM2G159397	GRMZM2G023982	GRMZM2G335521	GRMZM2G107562	GRMZM2G083091	GRMZM2G034043	GRMZM2G104618	GRMZM2G174785	GRMZM2G052586	GRMZM2G094988	GRMZM2G026223	GRMZM2G101117	GRMZM2G465444	GRMZM2G406119	GRMZM2G441031	GRMZM2G044900	GRMZM2G107299	GRMZM2G009591	GRMZM2G302601	GRMZM2G040164	GRMZM2G143718	GRMZM2G082185	GRMZM2G366607	GRMZM2G045675	GRMZM2G037452	GRMZM2G374827	GRMZM2G005253	GRMZM2G096682	GRMZM2G429540	GRMZM2G108463	GRMZM2G345776	GRMZM2G346639	GRMZM2G040843	GRMZM2G026758	GRMZM2G039988	GRMZM2G443509	GRMZM2G088440	GRMZM2G175718	GRMZM2G118316	GRMZM2G126096	AC233851.1_FG017	GRMZM2G022974	GRMZM2G081268	GRMZM2G013519	GRMZM5G830269	GRMZM5G812356	GRMZM2G077143	GRMZM2G020859	GRMZM2G152485	GRMZM2G088114	GRMZM2G003518	GRMZM2G022611	GRMZM2G375015	GRMZM2G153369	GRMZM2G150598	GRMZM2G390124	GRMZM2G049070	GRMZM2G002286	GRMZM2G343080	GRMZM2G064663	GRMZM2G017266	GRMZM2G111926	GRMZM2G370175	GRMZM2G149321	GRMZM2G016802	GRMZM2G073404	GRMZM2G047626	GRMZM2G175499	GRMZM2G030882	GRMZM5G877884	GRMZM2G141858	GRMZM2G059353	GRMZM2G179264	GRMZM2G181269	GRMZM2G132431	GRMZM2G180254	GRMZM2G053117	GRMZM2G102196	GRMZM2G456568	GRMZM2G087068	GRMZM2G450717	GRMZM5G851103	GRMZM2G170625	GRMZM2G044762	GRMZM2G425863	GRMZM2G102802	GRMZM5G896883	GRMZM2G173710	GRMZM2G092433	GRMZM2G113796	GRMZM2G457889	GRMZM5G801091	GRMZM2G004207	AC208897.3_FG004	GRMZM2G301172	GRMZM2G411956	GRMZM2G093660	GRMZM2G427031	GRMZM2G134439	GRMZM2G010987	GRMZM2G124602	GRMZM2G133573	GRMZM2G114113	GRMZM2G155962	GRMZM2G087079	GRMZM5G899428	GRMZM2G162460	GRMZM2G004856	GRMZM2G005710	GRMZM2G089567	GRMZM2G062354	AC205703.4_FG006	GRMZM2G075502	GRMZM2G020814	GRMZM2G071970	GRMZM2G386525	GRMZM2G488067	GRMZM2G005554	GRMZM2G366392	GRMZM2G033413	GRMZM2G010861	AC225354.2_FG004	GRMZM2G082079	GRMZM2G076006	GRMZM2G122076	GRMZM5G878153	AC233893.1_FG001	GRMZM2G117984	GRMZM2G415793	GRMZM2G341269	GRMZM2G377613	GRMZM2G168119	GRMZM2G022514	GRMZM2G168510	GRMZM2G008464	GRMZM5G803992	GRMZM2G081955	GRMZM2G081803	GRMZM2G394027	GRMZM2G033267	GRMZM2G058252	GRMZM2G468111	GRMZM2G035217	GRMZM2G093210	GRMZM5G862331	GRMZM5G848182	GRMZM2G003715	GRMZM2G114998	GRMZM2G141526	GRMZM2G115792	GRMZM2G060114	GRMZM2G065928	GRMZM2G119071	GRMZM2G374475	GRMZM2G363310	GRMZM2G121514	GRMZM2G090693	GRMZM2G160327	GRMZM2G042789	AC233954.1_FG003	GRMZM2G446313	GRMZM5G885445	GRMZM2G703575	GRMZM2G429714	GRMZM2G125531	GRMZM2G154641	GRMZM2G158496	GRMZM2G082924	GRMZM2G003368	GRMZM2G055917	GRMZM2G084406	GRMZM2G174136	GRMZM2G346839
w23	1.3	3.72698416	2.188969487	0.19096245	2.722689193	1.942573159	0.563445588	1.878432456	3.179436208	0.077572798	0.961187613	0.742584754	3.554215992	2.739891187	1.192630725	2.259692206	0	1.31809314	0.84714642	1.904571652	2.769308348	1.386609312	1.679230731	1.445261139	0.909036483	1.746624367	0.239540385	4.406391145	0.055849663	0.777207959	4.511304462	4.83974416	0.590193766	3.203372263	1.932034324	2.191343987	2.229917621	2.110724585	1.293084724	2.512319137	0.717044355	3.364979356	0.282644907	3.59591128	1.592572487	1.318831568	1.086246142	4.107505904	3.200976585	4.174824098	0.825021576	2.069668945	3.082900305	1.489811679	0.370607237	1.310309244	1.850520395	2.156433832	0	1.64615164	3.291308108	2.609569668	4.945278661	3.00197773	0.401501932	0.927020957	2.528955433	0.521461066	0.392596664	0.506856156	3.124582728	0	0	3.407994231	2.929004692	0.868892998	2.081031527	3.724649509	1.086300138	0.155249219	0	3.587934177	3.940618237	1.178848824	1.892431009	1.853501897	2.147206493	4.082243303	1.18428833	3.591533954	1.035523383	2.516913908	1.186009425	2.579724284	2.383477286	1.695228378	2.437788836	1.742301332	3.052910965	3.497958024	0.253796124	2.949185591	2.20169789	0.648982104	0.349195946	1.449043783	4.014637354	1.659244703	0.771764257	1.345503616	2.633556514	2.915530387	3.275925122	2.600041738	0.291851369	2.105350487	1.264166274	2.229168882	2.545837107	1.849298551	0.70963058	3.392365159	1.724229812	3.326326555	0	0.716214082	2.843617852	3.760627859	0	1.746235465	1.735361942	2.969983604	3.994912733	0.42851214	0.838099975	2.889777137	0.556807849	0	2.88492361	4.372142952	3.44035399	2.117064826	3.203575368	3.685551422	0	0.333562293	4.675889566	1.623177096	2.512659615	1.349881901	0	4.114738518	3.51165588	1.308213894	2.565818211	2.952783018	3.032141345	1.408914095	0	2.554696981	1.544304014	3.169782215	3.762129916	3.688499382	4.513551484	2.690544534	0.488322313	2.294174826	2.336465611	0.662374522	1.553656668	1.064214062	3.978563272	3.209160786	1.09274511	2.347873896	0	0.167996102	1.887649784	3.220135032	4.845650582	4.291762701	0	3.578202051	1.049639108	2.240133992	2.246461203	0	2.107151549	2.02723994	0	2.723109571	3.138589421	2.812608395	1.192214951	3.20427779	1.117767648	2.243924728	2.976314972	3.056314542	0.16712839
w24	2.61	3.179511101	2.21802997	1.339420235	2.140294373	2.318010507	0.70123935	2.854387579	3.236908259	0.789470483	2.889226658	0.467965303	3.247700377	2.573001467	1.043163002	2.323890512	0.127833692	1.009347465	1.687842356	1.676505732	2.645557586	2.153436382	1.476767863	2.655485924	1.44593497	2.251656995	0.690303642	4.697138424	0	0.416136631	4.712130421	4.918593102	2.724461463	3.433209483	2.013684946	2.087448153	0	2.188217468	1.497468942	2.46339356	0.890566688	3.019111829	0.289243603	3.621403289	0	2.504660256	1.26508954	4.215315105	3.276306646	4.620974635	0.367923145	0.290542727	1.610275562	1.100167745	0.258733064	1.72308976	1.938014777	2.269174111	0	1.816164236	2.973343505	1.413566571	4.947979444	3.144699543	0.233257037	1.169533522	3.321147174	0	1.022914849	0.49965102	2.852369857	0	0	3.59282825	2.529346093	0.76504915	2.040121024	3.557058027	1.034528775	0.342488389	0	3.677821035	3.614339081	0	1.073984841	2.121835101	1.827240828	3.919137636	2.788302118	3.722572901	2.6677142	2.672574998	1.225092211	2.353118499	2.219438239	1.83418977	2.244553357	1.615209226	2.988516301	3.363100836	0.125895816	3.131970624	0.942765171	1.181273105	0	1.52253053	3.56418037	1.772462814	2.04697904	1.3938954	1.435639133	3.223915106	3.688586911	3.151714133	2.534426706	2.057512856	1.725345413	2.763478601	2.666623857	1.487437496	0.654637095	3.61264345	0.499834239	3.286373713	0	1.199705713	2.668539846	4.043489768	0.754886475	1.08993811	1.071474021	2.644620398	3.640327137	1.146996021	1.660600498	1.578461045	1.428817308	0.740798601	2.924842962	4.084065244	4.592462788	2.359441684	3.58299658	3.90459146	0	1.008403077	4.936163153	2.358112511	2.821670511	0.595080004	0	3.757633297	3.768815233	2.120294336	2.632255679	2.511937989	2.286043024	0.833091715	0	2.950844734	1.434036357	3.525998694	3.548901613	1.93669352	4.427988995	2.527279441	1.012000832	2.620194832	2.251384426	0.926439063	1.775104882	1.276621784	3.754131002	2.806760654	1.038522524	2.150630167	0.823741138	0.261824119	2.189294327	2.972934365	5.005187147	4.536456561	0.347933448	3.707841042	1.3781765	2.029909853	1.567988638	0	2.452305976	2.015759987	0	2.66612343	3.339229775	2.466182441	1.403392354	3.051223743	1.493497179	2.14133242	3.143923804	3.337895429	0.553541376
w32	0.94	3.706999294	2.428803561	0.701517055	2.080137549	2.025031553	0.327011914	2.798554914	2.399394149	0.717127344	2.137715167	0.456281789	3.523019656	2.399021911	0.898904463	2.519308077	0.037194527	1.944935388	1.1771739	1.078797261	2.713966002	2.201908037	1.068678716	1.734486931	1.609625895	1.918108673	0.35463767	4.047235484	0	1.500076069	4.614820472	5.240354512	1.936048829	3.176481762	2.050788691	2.246867288	1.649967384	2.161007704	1.693280775	2.561497252	1.219398219	1.03598128	0	4.144492534	1.165787954	2.741794407	1.359483131	4.413957621	3.673217443	3.962280664	0.525454301	1.125818812	4.094569537	1.63507447	0.070688074	1.664482761	2.042865728	2.344233626	0	1.927564317	3.284899493	1.775662268	4.902931294	3.565117329	0.501967304	1.230005981	3.115273762	0.402734717	0.149311849	0.962467961	2.388650856	0	1.189646674	3.649174024	2.089718552	0.590990416	2.38751706	3.313971436	1.293712955	0.321602224	1.767039773	3.756351169	4.05284873	0.518431228	2.596120004	1.923201389	2.192186351	3.345363972	0.908532716	3.28675501	1.973553109	2.763774995	1.216125658	2.303126946	2.585535991	2.355529474	1.882699508	1.733842532	3.220526462	3.161619524	0	3.663812897	2.268217226	1.569257379	0.044629138	2.099352006	4.310198945	2.583219892	1.486221141	0.853500016	1.158131987	2.457047153	3.996082864	3.438428938	1.86842417	1.194058823	1.866797366	2.511686513	2.860004184	0.446545629	0.845413228	3.695718514	2.182857418	3.618156515	0	1.648193133	2.604717258	4.241310925	0.731083415	1.482821981	1.058793263	2.80801016	3.522296395	1.006164342	1.661626106	2.390204868	0.676934462	2.361752654	2.878889421	3.851289503	4.036252772	2.388701319	3.002618509	4.069602657	0.930745753	0.55423735	4.478945747	1.372304457	3.014578561	0.873921708	0	3.617211579	3.076131841	1.733817808	3.022568928	3.141666433	2.441468389	1.16168411	0	1.808323197	1.849315859	3.517684764	3.267547887	2.212019042	4.097549421	2.01036072	0.84040703	2.489877607	2.304603056	4.202219414	1.700248895	1.533981339	3.768251937	3.621772304	1.51489204	2.561242496	0.230168419	0.209929428	2.262428502	3.358498627	3.967188991	3.764598984	0	3.119329485	1.397259029	2.165226959	1.795198549	0	2.138428352	2.0165683	0	2.842528645	3.022408284	2.640641788	1.670209347	3.365666918	1.75832505	2.26797605	3.019766133	2.918673028	0.676883135
w37a	1.785	4.027666866	2.137908543	0.506595289	2.357946003	2.338542796	0.451632789	2.798853269	3.107693954	1.505744895	2.610937064	0.568081	3.594241798	2.508704553	1.702418107	2.593529339	0	0.856808208	1.862126285	1.969064297	2.860032818	1.749485032	1.754734078	1.921065489	1.402418663	2.13572499	0.177762848	4.448007475	0	0.818470605	4.557620402	5.146511436	2.564464625	3.141433068	1.767926029	2.130761836	2.316657609	1.569038745	1.725516385	2.699957544	0.978585488	3.523733548	0.196925235	3.829760335	1.637842651	2.50060774	0.797826965	4.279469131	3.236566419	4.940119835	0.660141434	1.402123418	1.609073846	0.990328987	0.033069913	1.712983182	2.012484097	2.187582688	0.670082218	1.707547806	3.346350412	1.144923192	5.47532064	3.016490327	0.201799785	0.967793404	2.915665816	0.155790192	0.990555549	0.48350828	2.804971204	0	0.1168377	3.129069272	2.17635725	0.414112941	1.954858564	3.470882014	1.150018077	0.425772837	0	3.324467514	3.991024556	0.29839721	1.393106108	1.687648173	2.217399684	3.827312253	2.824196342	3.447581479	2.843798302	2.554090614	1.303518547	2.332894099	2.409356613	2.116603647	2.749153756	1.311899425	3.154691374	3.11927646	0.257309975	3.458497267	2.058131078	1.637125061	0.151133561	1.632679717	4.209644518	2.210834869	1.395972378	1.707413627	1.514428088	3.219667511	3.347852862	3.248508411	2.644790861	2.151998222	1.553889261	2.420243676	2.694458248	1.606270903	0.967200553	2.291945695	1.826772625	2.954227755	0	1.514702967	2.832254061	3.842927986	0.610043794	1.26960042	1.267676915	3.103788153	3.525380633	0.874472408	0.615348869	2.406629743	0.764173982	0	2.963895829	3.952295089	4.046574877	2.233927165	3.250320227	3.95667127	0.265978494	0.886425163	3.282894211	2.083472158	2.656560396	0	0	3.977396803	3.61405892	2.994611646	1.330932274	2.587448196	2.537246063	1.209822661	0	2.901899502	1.89389479	3.802402317	3.469634543	2.209717328	4.35370046	2.194811669	0.64094874	2.549437358	2.801649828	0.857873173	1.486888285	1.143407181	3.754936353	2.855245318	0.910614653	2.728904563	1.285437577	0.145200172	1.970254269	2.663924143	4.078870453	4.29058957	0	3.621609205	0.866373333	2.156730075	1.201965792	0	2.301453453	1.710675942	0.392537911	3.047593906	2.879108566	2.780569293	2.205245656	3.428154096	1.402861367	2.21622514	3.007221024	2.578928121	0.697159122
w552	1.445	4.009741193	1.537671197	1.351532094	2.333356752	2.223304845	0.412958959	1.962979352	2.906431004	0.477010275	1.201060568	0.546369586	3.625332441	2.193252254	1.360083847	2.58980706	0.035071347	1.058467148	0.938365286	0.725454629	2.735431878	2.195149092	1.747129888	2.374891801	1.251410626	1.915059112	0.210464308	4.075878441	0	0.660861048	4.768215477	5.094571949	0.789306999	3.083573723	1.923220387	2.172177958	1.687827562	1.362662311	1.489874793	1.397234301	1.075326603	3.925093217	0.048110409	3.867274562	0.033128733	1.31551239	1.30046138	4.225906308	3.027487691	4.318494274	0.265609761	2.607920426	2.402918996	1.428155815	0	2.004934836	2.061388308	2.020523198	1.216181968	1.481645449	3.530349616	1.172714308	4.406254505	3.359326226	0.434511805	1.000973734	2.895027569	0	0.992058469	1.367944528	2.574015825	0	1.055913534	3.12653244	1.749608467	1.198925086	2.4707063	3.779921447	1.163822459	0.984472608	1.339731964	3.415967761	3.617552611	0	2.55177059	1.900781274	1.962823452	4.108385525	2.110838459	3.733518156	3.99701284	2.492295948	1.047329521	2.211275401	2.398513264	2.808384104	2.621831237	1.081496648	3.070626365	2.734153201	0	3.06260089	2.146193237	2.052503191	0.206349721	1.406721793	4.119098962	1.887596783	1.52443978	1.415673536	1.6927712	2.559000931	3.234890896	0.32098507	2.638314196	2.294935912	1.757350892	2.391645785	3.01372935	0.992351368	0.632047008	2.530166781	1.939207738	3.055175021	0	1.238087233	2.953096134	3.882938111	0.858080942	0.403603376	1.6970073	2.65990283	3.696676478	1.093850972	1.717127514	1.468010284	0.376369918	1.872188256	2.861469185	4.148106474	4.273844085	2.269804637	3.57875483	3.897702961	0	0.764555798	3.718430975	1.925224818	3.145048429	1.019045856	0	4.05670846	3.817989211	0.96231135	2.496777577	3.11202086	3.094364203	1.470389615	0.157185784	3.000092753	1.527602933	3.585009494	3.289807615	2.861663594	4.724099231	2.553795071	0.832974338	2.654311815	2.110660373	2.124690921	1.734469282	1.330549066	3.891150686	3.37215298	0.599205114	2.291426062	0.479302139	0.097175711	2.058104262	3.59348027	3.9389609	4.328497949	0.076411724	2.845885651	1.357820295	1.583559948	1.909976485	0	2.090500169	2.056675603	0	2.465817268	3.161733881	2.431620142	2.054449322	3.781679668	1.175391214	2.221422759	2.884225128	2.893594338	1.092325904
w59e	0.54	4.065317319	2.255681099	0.234042343	2.238607481	2.102591502	0	1.910139364	2.823139241	0.54078881	2.833772012	0.736967874	0.064143881	0.328499827	0.653322605	2.341302795	0	0.561105535	1.367091154	1.483638834	2.765337496	2.111264768	1.892980931	0.881450809	1.578417723	2.483105028	0.53843009	4.699416163	0.428049484	1.044676911	4.649100943	4.866418443	2.332461321	3.294784461	1.586101729	2.187882184	1.846271328	2.223082906	2.374814588	1.037601759	1.141735633	3.852151975	0.683393265	3.656090215	1.0924869	1.334858951	0.663014209	4.17185175	3.161212813	4.041263706	0.765425981	2.315508228	0.988555578	0.764476653	0.36120457	1.665302045	1.854537066	1.957557766	1.277508541	1.367137026	3.179964504	1.705411508	4.596373609	3.177170107	0.485600119	1.563379314	3.362782211	0	0.287995273	0.605239584	3.000650161	0	0	3.508735525	1.759441146	0.433099082	2.260013652	3.70448702	1.210368309	0.69311268	0	3.506973811	3.98487004	0.587423821	1.183960895	2.145342806	1.931308345	3.754479911	2.275656758	3.914563775	1.244359184	2.305221614	1.144420233	2.756383118	2.428653708	2.338588135	1.890211677	0	3.251854017	2.882367588	0.312479558	3.183700359	1.260110197	1.018330941	0.034715001	1.492913085	4.088552822	1.997025499	0	0.667887832	2.142067689	2.126266681	3.184532796	3.064208345	2.589994628	1.878683065	1.491084464	2.547396198	2.604354965	0.780099806	0.075365695	3.010812986	1.827798845	3.231464257	0	2.302527091	2.735866386	3.574567886	0.668888811	1.723805344	2.010965947	2.840077964	3.852820622	1.63510371	1.847627699	2.01793575	0.645679192	0	3.003640918	4.058817552	3.369878698	2.459195602	3.21567872	4.14324107	0	0.252451448	4.118510207	1.391985635	3.008465856	0.661683345	0	4.017744256	3.667929018	3.136385123	2.657135782	2.615554723	2.57741746	1.212274252	0	2.3353804	1.320349518	3.818632781	3.80488313	3.668697155	4.603069982	2.732515146	0.718590731	2.548069225	2.169091414	0.361757008	1.387218934	1.467740699	4.199758076	0	0.75099147	2.150283203	1.874825295	0.458397791	1.878383549	2.76738772	4.061735279	4.402229917	0	3.468756337	1.36168912	1.045918013	1.040032866	0.401387473	2.206048862	0.942691154	0	2.625472617	3.142288474	2.565841267	1.379987012	4.055203446	0.950189617	1.991268581	3.043593435	2.890777231	0.456471861
w601s	1.28	4.154853099	2.447429749	0.248893166	1.526364952	2.090806713	0.86037202	2.960136184	3.106902381	0.927483854	2.057376131	0.499331822	3.649951498	2.10868476	1.89954604	2.623080375	0	0.842325519	0.65485116	1.920395985	1.947480344	2.042848872	1.599983359	2.164329416	0.928369489	2.277357537	0.455829271	4.154285028	0.500214525	0.271327818	4.721369746	4.539022905	3.142314384	3.2582696	2.488691146	1.746244187	0.119775716	2.133978258	1.767222553	2.067141202	0.95672225	3.594678659	0.501220037	4.095040986	1.755721154	1.996398191	1.266936336	4.18456149	3.370487284	4.227560488	0.360609991	0.998184034	2.039150656	1.162822631	0.138964233	1.557247374	2.253730927	2.225047246	0	1.841262078	3.431247972	1.686626705	5.760134452	3.232407853	0.306180173	0.857092592	2.935642509	0.31307054	0	1.152652141	2.948939364	0	0.466542647	3.615867804	1.910281491	1.196383075	1.919693769	3.536325416	1.00279498	0.828839986	1.302186945	3.957801019	4.062855615	0	1.788420568	1.607968834	2.776300575	3.97998628	3.245957776	3.366478254	0.488168274	2.303568609	0.667131693	2.57782002	2.660776886	1.620055347	2.321912117	0.496237127	3.656921702	3.096685592	0.166073604	3.880901723	1.559947203	1.377412534	0.31000505	1.741071255	3.635665896	2.22367824	2.134664542	1.561700394	1.76973708	3.229455661	2.945307023	4.251792657	0.113936536	2.176916422	0.885608819	2.223143538	2.828720915	0.323471666	0.496862187	2.240677774	1.907051999	3.100992784	0	1.268636318	2.578465297	4.367784444	0.434605052	1.400458573	1.823351801	2.929539051	3.664146091	1.072374399	0.224479459	2.181398898	0.774293894	2.237704113	2.358158863	4.229833621	4.296317591	2.031201476	3.708461469	4.088795863	0	0.868460906	3.012107465	1.879402452	2.680398047	0.671659464	0	4.003768658	3.380419679	2.834847303	2.926703687	3.415777244	3.50643389	1.592415856	0	2.934691628	1.846796746	3.449581114	3.508226504	2.58011834	4.625502085	2.612603345	0.652587131	2.170987829	2.568450912	0.786710381	1.500939144	1.366068694	3.694617957	2.469115964	1.026829816	1.871048046	0.596505214	0.150854109	1.840527411	2.205382323	5.080472254	4.19057553	0	3.084200922	0.688321054	1.815562255	2.171706179	0	1.99531509	2.555481602	0	2.761774206	2.937144014	1.916197349	2.189991817	3.552773321	1.695098044	1.868746745	2.778577007	3.648591171	0.438356216
w603s	1.205	4.186384248	1.963417427	0.710068209	1.775506435	2.191980853	0.712116127	2.535671054	2.849948989	0.420603936	3.06770869	0.748439966	3.593279482	2.2510444	1.145915634	2.49632455	0.057603593	0.949965324	1.606762336	1.614950689	2.760339	1.998345363	1.879350539	2.401805799	1.523450738	1.930219115	0.672816914	4.325259174	0.119143887	1.160650812	4.589531537	4.8662182	2.811779387	3.349795309	1.275912928	2.029745655	0	2.111137621	1.498656061	1.91858887	1.013595285	3.956043719	0.51738566	3.91256286	1.302268523	1.871946782	0.806877571	4.115515534	3.365127965	4.380162398	0.843788854	1.132478951	0.940514942	1.302216858	0.094522233	1.842989512	2.159358857	2.290768552	0	1.663787831	3.587599491	1.542152154	2.643006664	4.105037192	0.319358776	0.918284743	2.486230773	0.548910115	0.400693073	0.746536277	3.335289034	0	0	3.538873091	2.581904798	0.949876367	2.044613268	3.882649806	1.095266698	0.819806263	0	3.576175374	3.621413987	1.48275161	2.043629114	1.795266645	2.342231677	4.257895209	1.850572255	3.09694771	1.821039916	2.536328269	0.841239546	2.238142567	2.445368553	2.036870623	2.301074953	0.7951305	3.29195155	3.18403176	0.103411818	3.529833897	1.547219897	1.598763139	0.198568032	1.596299987	3.98898775	2.217676231	0.593885805	1.404912464	2.12727053	3.170286241	3.399105195	3.212765193	0.118085212	2.022077224	1.491705625	2.443763423	3.169761208	1.051422843	0.356958804	2.296969354	1.771731917	3.795149806	0.06453199	1.078970648	2.548593246	3.313010769	0	1.176828714	1.438436046	3.233039051	3.561741863	0.72193384	0.718634599	2.471052793	0.57650156	0.075915124	2.780804877	4.013026041	4.202451304	2.218364001	3.294395086	4.18620942	0	0.544072181	4.064653101	2.070774088	2.515419689	0	0	4.045857852	3.718751314	3.494396243	2.232184088	3.235764407	3.422152939	1.814582042	0.077600651	2.384312535	1.689547695	3.352073662	3.653801349	3.107819117	4.538926746	2.444119377	1.314787618	2.308697375	2.266699851	1.216137513	1.314473387	0.979682346	3.625817176	3.447457363	1.000378172	1.871616006	1.760246442	0.09671374	2.582373593	3.081106895	4.756869292	4.424341115	0	3.380926645	0.998659348	2.241295688	1.417843899	0.348041483	1.9739074	2.161406247	0	2.532283117	3.313378406	2.590212164	2.301682686	3.650206191	1.388703956	1.979806272	2.981942632	3.481793782	0.68333722
w604s	1.89	3.297971623	2.087842405	0.226183725	2.185010286	2.369777278	0.93321471	2.768536774	2.651867781	0.727055732	2.939278317	0.942959926	3.227514405	2.173139058	1.066622701	2.369006528	0	0.886095407	1.835726912	1.422946875	2.910370444	2.224838664	1.576121017	2.731962021	1.208602073	2.123144981	0.729445358	4.481744133	0.175621663	1.333267987	4.831213529	4.633320229	2.637613431	2.493783798	2.266100553	2.117156314	1.995550292	2.206662125	1.6749597	1.066877354	1.009606196	3.497939869	0.055633173	4.006092416	1.780086606	2.335632947	1.17607012	4.174105692	2.982950939	4.159454795	0.517386852	0.615149963	1.013929108	1.08150343	0	1.856507343	1.811495101	2.347497271	0.859970085	1.771333948	3.322053159	1.546069906	5.569103757	3.398343313	0.434825832	1.566929079	2.685470521	0	0.5284105	0.409795717	2.657900113	0	1.757868262	3.583902198	2.650992959	1.007351897	2.003410568	3.549993753	1.199530954	0.742670409	1.503770683	3.947349608	3.994885119	0	1.681898099	2.114891935	1.955591703	4.017036861	2.464389267	3.554032911	1.718159573	2.507800898	1.337679057	2.676807181	2.44520382	2.529338122	2.22127525	0.689301797	2.921579685	3.042148193	0.07705113	1.503521687	0.93271511	2.180313499	0	1.618799951	4.077759453	2.31743134	0.052707624	1.422264605	0.852016709	3.240504235	4.181934105	2.925502924	0.217430463	2.4987849	2.390453103	3.163519551	2.69659821	2.354393555	1.143643014	2.104998415	1.852915714	2.686744845	0	0.845104027	2.517398041	4.135460913	0.613220466	1.605540327	1.62819097	3.026445749	3.670071182	0.839556545	0.801391534	2.528093845	0.749962202	1.959932799	2.949756396	4.109807722	3.931311775	2.365014203	3.292070523	3.899796566	0.138785814	1.079534798	4.162685221	2.23123516	3.115766108	0	0	3.846827202	3.56336725	1.699128697	2.566932006	3.347047379	3.444007798	1.647856381	0.16346658	2.744568548	1.708854196	3.298725283	3.52853463	3.203624106	4.238939733	2.589221619	1.345639019	2.250456713	2.552432891	1.024901161	1.56156193	0.76716872	4.30489853	1.085638492	0.871582027	3.014544214	1.535604057	0.373697829	2.23952814	2.859293802	4.872269377	4.265341122	0	3.575702357	0.995308915	2.203743284	2.73757664	0.066114185	2.209631734	2.205280927	0	2.673410446	3.497528253	2.777302594	2.105468629	3.231487957	0.989173096	2.136201057	2.956986248	3.675330581	0.460023998
w605s	3.32	3.806000048	2.439935434	0.482219338	2.077959194	2.238400642	0	2.695032504	2.969408832	1.071230814	2.929218469	0.145826127	3.238760802	0	1.129015395	2.444128057	0	0.370416692	0.656149634	1.263558769	2.74049803	2.133539026	2.098156568	2.556723308	0.980530458	2.290527694	0.583831632	4.297318059	0.065020686	1.172404735	4.81209492	4.644506277	1.003671374	3.083669888	2.379610021	2.017534223	1.736306659	2.117323619	1.346937439	1.752212703	0.973574249	3.873992943	0.077430005	4.069588989	1.6699157	2.238735401	0.465191444	4.292229107	3.055636636	4.671416623	0.487288383	0.08898403	2.958315932	1.320264061	0.092834664	1.433359228	1.895061868	2.295863554	1.390438263	2.126611346	3.163815444	1.677089084	5.752290059	3.339304247	0.340173948	0.016015957	2.854295429	0.061543635	0.848063282	0.890911384	2.582895058	0	2.223709621	3.731296975	2.619007672	0.761795993	2.30881763	3.551463383	1.255937923	0.666289726	2.106808623	3.841733579	4.127521407	0	2.056010414	2.244807664	1.791701134	4.14016365	0.914132404	3.97531137	2.720439799	2.788929482	1.111363973	2.609304794	2.66994673	1.919610174	2.162527307	0	3.155748574	3.213489344	0.157074686	3.781850537	0.712542862	3.412166995	0.298251766	1.738116047	3.289628747	1.79767527	1.518475468	1.536677954	1.471156973	2.911328403	2.948530597	2.7344714	0.108041519	1.839825562	1.30723492	2.66585226	2.632672705	2.43776263	0.685062588	2.668345638	1.839696889	2.568404919	0	1.140352262	2.448838961	4.13555848	0.5741643	1.443987632	1.732287204	2.95438931	3.59244289	1.169222962	0.813203187	2.04127747	1.183547623	2.196783369	2.802990616	4.460508509	3.886491841	2.561057177	3.545113004	4.002380943	0	0.650839187	3.712268779	1.736192142	2.959426109	0	0	4.111727598	3.634013998	0.34547162	2.689329388	3.304422129	2.76403348	1.274404241	0	2.956414356	1.949455286	3.522680231	3.599821439	2.160146722	4.490859739	2.054283977	0.767465845	2.347546986	2.249413193	1.599627952	1.738847321	1.424796066	3.860163235	0.967014264	1.374229371	2.74339804	0.960594657	0.412855068	1.692331322	2.843507238	5.068916781	4.194746303	0	3.95689694	1.439059946	2.139445971	1.512678082	0	2.355396684	1.918853101	0	3.008697856	3.581029732	2.319736169	2.21099379	4.068931023	1.315839707	2.154581481	2.834189338	3.153680021	0.681319003
